transaction_id,sale_date,store_id,product_id,quantity,unit_price,revenue
TXN-007145,2026-05-11,ST-009,PR-0042,5,82.11,410.55
TXN-007146,2026-05-11,ST-009,PR-0014,5,49.26,246.3
TXN-007147,2026-05-11,ST-009,PR-0018,1,18.48,18.48
TXN-007148,2026-05-11,ST-009,PR-0033,3,107.28,321.84
TXN-007149,2026-05-11,ST-009,PR-0054,2,55.7,111.4
TXN-007150,2026-05-11,ST-009,PR-0034,2,2386.32,4772.64
TXN-007151,2026-05-11,ST-009,PR-0028,5,1652.5,8262.5
TXN-007152,2026-05-11,ST-009,PR-0036,1,54.01,54.01
TXN-007153,2026-05-11,ST-009,PR-0045,2,63.01,126.02
TXN-007154,2026-05-11,ST-009,PR-0048,6,39.4,236.4
TXN-007155,2026-05-11,ST-009,PR-0037,3,91.07,273.21
TXN-007156,2026-05-11,ST-009,PR-0023,4,874.22,3496.88
TXN-007157,2026-05-11,ST-009,PR-0042,1,82.11,82.11
TXN-007158,2026-05-11,ST-009,PR-0017,1,594.31,594.31
TXN-007159,2026-05-11,ST-009,PR-0060,4,29.9,119.6
TXN-007160,2026-05-11,ST-009,PR-0011,2,369.11,738.22
TXN-007161,2026-05-11,ST-009,PR-0032,9,55.47,499.23
TXN-007162,2026-05-11,ST-009,PR-0037,2,91.07,182.14
TXN-007163,2026-05-11,ST-009,PR-0015,3,91.92,275.76
TXN-007164,2026-05-11,ST-009,PR-0004,4,805.23,3220.92
TXN-007165,2026-05-11,ST-009,PR-0039,3,292.09,876.27
TXN-007166,2026-05-11,ST-009,PR-0030,6,52.14,312.84
TXN-007167,2026-05-11,ST-009,PR-0010,5,660.33,3301.65
TXN-007168,2026-05-11,ST-009,PR-0023,6,874.22,5245.32
TXN-007169,2026-05-11,ST-009,PR-0024,4,75.63,302.52
TXN-007170,2026-05-11,ST-009,PR-0036,5,54.01,270.05
TXN-007171,2026-05-11,ST-009,PR-0052,2,1377.29,2754.58
TXN-007172,2026-05-11,ST-009,PR-0058,3,3456.73,10370.19
TXN-007173,2026-05-11,ST-009,PR-0005,5,378.18,1890.9
TXN-007174,2026-05-11,ST-009,PR-0037,4,91.07,364.28
TXN-007175,2026-05-11,ST-009,PR-0043,2,97.73,195.46
TXN-007176,2026-05-11,ST-009,PR-0019,5,98.98,494.9
TXN-007177,2026-05-11,ST-009,PR-0037,2,91.07,182.14
TXN-007178,2026-05-11,ST-010,PR-0019,2,98.98,197.96
TXN-007179,2026-05-11,ST-010,PR-0042,1,82.11,82.11
TXN-007180,2026-05-11,ST-010,PR-0028,4,1652.5,6610.0
TXN-007181,2026-05-11,ST-010,PR-0029,3,241.53,724.59
TXN-007182,2026-05-11,ST-010,PR-0005,3,378.18,1134.54
TXN-007183,2026-05-11,ST-010,PR-0043,1,97.73,97.73
TXN-007184,2026-05-11,ST-010,PR-0028,3,1652.5,4957.5
TXN-007185,2026-05-11,ST-010,PR-0060,3,29.9,89.7
TXN-007186,2026-05-11,ST-010,PR-0041,3,854.62,2563.86
TXN-007187,2026-05-11,ST-010,PR-0048,1,39.4,39.4
TXN-007188,2026-05-11,ST-010,PR-0026,3,14.88,44.64
TXN-007189,2026-05-11,ST-010,PR-0059,2,729.18,1458.36
TXN-007190,2026-05-11,ST-010,PR-0005,6,378.18,2269.08
TXN-007191,2026-05-11,ST-010,PR-0015,2,91.92,183.84
TXN-007192,2026-05-11,ST-010,PR-0046,2,846.74,1693.48
TXN-007193,2026-05-11,ST-010,PR-0009,2,199.08,398.16
TXN-007194,2026-05-11,ST-010,PR-0032,2,55.47,110.94
TXN-007195,2026-05-11,ST-010,PR-0052,1,1377.29,1377.29
TXN-007196,2026-05-11,ST-010,PR-0026,3,14.88,44.64
TXN-007197,2026-05-11,ST-010,PR-0037,1,91.07,91.07
TXN-007198,2026-05-11,ST-010,PR-0015,2,91.92,183.84
TXN-007199,2026-05-11,ST-010,PR-0041,4,854.62,3418.48
TXN-007200,2026-05-11,ST-010,PR-0004,5,805.23,4026.15
TXN-007201,2026-05-11,ST-010,PR-0053,3,360.7,1082.1
TXN-007202,2026-05-11,ST-010,PR-0053,6,360.7,2164.2
TXN-007203,2026-05-11,ST-010,PR-0036,3,54.01,162.03
TXN-007204,2026-05-11,ST-010,PR-0020,6,18.53,111.18
TXN-007205,2026-05-11,ST-010,PR-0027,3,217.9,653.7
TXN-007206,2026-05-11,ST-010,PR-0021,2,56.91,113.82
TXN-007207,2026-05-11,ST-010,PR-0060,9,29.9,269.1
TXN-007208,2026-05-11,ST-010,PR-0022,2,3331.32,6662.64
TXN-007209,2026-05-11,ST-010,PR-0007,5,76.15,380.75
TXN-007210,2026-05-11,ST-010,PR-0047,5,183.92,919.6
TXN-007211,2026-05-11,ST-010,PR-0054,3,55.7,167.1
TXN-007212,2026-05-11,ST-010,PR-0031,2,24.47,48.94
TXN-007213,2026-05-11,ST-010,PR-0017,3,594.31,1782.93
TXN-007214,2026-05-11,ST-010,PR-0050,3,23.57,70.71
TXN-007215,2026-05-11,ST-010,PR-0007,2,76.15,152.3
TXN-007216,2026-05-11,ST-010,PR-0019,3,98.98,296.94
TXN-007217,2026-05-11,ST-010,PR-0028,2,1652.5,3305.0
TXN-007218,2026-05-11,ST-010,PR-0010,3,660.33,1980.99
TXN-007219,2026-05-11,ST-011,PR-0014,2,49.26,98.52
TXN-007220,2026-05-11,ST-011,PR-0027,1,217.9,217.9
TXN-007221,2026-05-11,ST-011,PR-0041,5,854.62,4273.1
TXN-007222,2026-05-11,ST-011,PR-0047,2,183.92,367.84
TXN-007223,2026-05-11,ST-011,PR-0003,9,87.27,785.43
TXN-007224,2026-05-11,ST-011,PR-0030,4,52.14,208.56
TXN-007225,2026-05-11,ST-011,PR-0059,5,729.18,3645.9
TXN-007226,2026-05-11,ST-011,PR-0036,6,54.01,324.06
TXN-007227,2026-05-11,ST-011,PR-0023,2,874.22,1748.44
TXN-007228,2026-05-11,ST-011,PR-0018,3,18.48,55.44
TXN-007229,2026-05-11,ST-011,PR-0046,2,846.74,1693.48
TXN-007230,2026-05-11,ST-011,PR-0047,2,183.92,367.84
TXN-007231,2026-05-11,ST-011,PR-0040,1,2757.94,2757.94
TXN-007232,2026-05-11,ST-011,PR-0060,4,29.9,119.6
TXN-007233,2026-05-11,ST-012,PR-0004,5,805.23,4026.15
TXN-007234,2026-05-11,ST-012,PR-0060,2,29.9,59.8
TXN-007235,2026-05-11,ST-012,PR-0046,6,846.74,5080.44
TXN-007236,2026-05-11,ST-012,PR-0028,4,1652.5,6610.0
TXN-007237,2026-05-11,ST-012,PR-0011,5,369.11,1845.55
TXN-007238,2026-05-11,ST-012,PR-0034,2,2386.32,4772.64
TXN-007239,2026-05-11,ST-012,PR-0058,2,3456.73,6913.46
TXN-007240,2026-05-11,ST-012,PR-0035,2,383.78,767.56
TXN-007241,2026-05-11,ST-012,PR-0005,1,378.18,378.18
TXN-007242,2026-05-11,ST-012,PR-0057,3,59.38,178.14
TXN-007243,2026-05-11,ST-012,PR-0039,2,292.09,584.18
TXN-007244,2026-05-11,ST-012,PR-0011,1,369.11,369.11
TXN-007245,2026-05-11,ST-012,PR-0012,2,42.48,84.96
TXN-007246,2026-05-11,ST-012,PR-0043,3,97.73,293.19
TXN-007247,2026-05-11,ST-012,PR-0019,7,98.98,692.86
TXN-007248,2026-05-11,ST-012,PR-0013,3,79.29,237.87
TXN-007249,2026-05-11,ST-012,PR-0004,2,805.23,1610.46
TXN-007250,2026-05-11,ST-012,PR-0014,4,49.26,197.04
TXN-007251,2026-05-11,ST-012,PR-0044,3,56.09,168.27
TXN-007252,2026-05-11,ST-012,PR-0059,3,729.18,2187.54
TXN-007253,2026-05-11,ST-012,PR-0002,6,20.62,123.72
TXN-007254,2026-05-11,ST-012,PR-0008,4,24.56,98.24
TXN-007255,2026-05-11,ST-012,PR-0022,1,3331.32,3331.32
TXN-007256,2026-05-11,ST-012,PR-0051,4,255.47,1021.88
TXN-007257,2026-05-11,ST-012,PR-0013,3,79.29,237.87
TXN-007258,2026-05-11,ST-012,PR-0021,2,56.91,113.82
TXN-007259,2026-05-11,ST-012,PR-0021,1,56.91,56.91
TXN-007260,2026-05-11,ST-012,PR-0028,2,1652.5,3305.0
TXN-007261,2026-05-11,ST-012,PR-0033,2,107.28,214.56
TXN-007262,2026-05-11,ST-012,PR-0029,1,241.53,241.53
TXN-007263,2026-05-11,ST-012,PR-0037,5,91.07,455.35
TXN-007264,2026-05-11,ST-012,PR-0022,3,3331.32,9993.96
TXN-007265,2026-05-11,ST-012,PR-0058,4,3456.73,13826.92
TXN-007266,2026-05-11,ST-012,PR-0026,7,14.88,104.16
TXN-007267,2026-05-11,ST-012,PR-0059,2,729.18,1458.36
TXN-007268,2026-05-12,ST-001,PR-0034,2,2386.32,4772.64
TXN-007269,2026-05-12,ST-001,PR-0034,8,2386.32,19090.56
TXN-007270,2026-05-12,ST-001,PR-0020,10,18.53,185.3
TXN-007271,2026-05-12,ST-001,PR-0055,3,38.32,114.96
TXN-007272,2026-05-12,ST-001,PR-0030,3,52.14,156.42
TXN-007273,2026-05-12,ST-001,PR-0042,4,82.11,328.44
TXN-007274,2026-05-12,ST-001,PR-0020,4,18.53,74.12
TXN-007275,2026-05-12,ST-001,PR-0041,4,854.62,3418.48
TXN-007276,2026-05-12,ST-001,PR-0018,8,18.48,147.84
TXN-007277,2026-05-12,ST-001,PR-0038,4,19.24,76.96
TXN-007278,2026-05-12,ST-001,PR-0020,3,18.53,55.59
TXN-007279,2026-05-12,ST-001,PR-0006,3,54.36,163.08
TXN-007280,2026-05-12,ST-001,PR-0058,6,3456.73,20740.38
TXN-007281,2026-05-12,ST-001,PR-0057,2,59.38,118.76
TXN-007282,2026-05-12,ST-001,PR-0042,7,82.11,574.77
TXN-007283,2026-05-12,ST-001,PR-0060,3,29.9,89.7
TXN-007284,2026-05-12,ST-001,PR-0025,1,59.6,59.6
TXN-007285,2026-05-12,ST-001,PR-0041,4,854.62,3418.48
TXN-007286,2026-05-12,ST-001,PR-0041,4,854.62,3418.48
TXN-007287,2026-05-12,ST-001,PR-0003,1,87.27,87.27
TXN-007288,2026-05-12,ST-001,PR-0044,3,56.09,168.27
TXN-007289,2026-05-12,ST-001,PR-0043,6,97.73,586.38
TXN-007290,2026-05-12,ST-001,PR-0046,4,846.74,3386.96
TXN-007291,2026-05-12,ST-001,PR-0057,1,59.38,59.38
TXN-007292,2026-05-12,ST-001,PR-0019,3,98.98,296.94
TXN-007293,2026-05-12,ST-001,PR-0010,1,660.33,660.33
TXN-007294,2026-05-12,ST-001,PR-0051,2,255.47,510.94
TXN-007295,2026-05-12,ST-001,PR-0005,5,378.18,1890.9
TXN-007296,2026-05-12,ST-001,PR-0022,2,3331.32,6662.64
TXN-007297,2026-05-12,ST-001,PR-0009,4,199.08,796.32
TXN-007298,2026-05-12,ST-001,PR-0033,5,107.28,536.4
TXN-007299,2026-05-12,ST-001,PR-0015,7,91.92,643.44
TXN-007300,2026-05-12,ST-001,PR-0024,6,75.63,453.78
TXN-007301,2026-05-12,ST-001,PR-0030,6,52.14,312.84
TXN-007302,2026-05-12,ST-001,PR-0036,5,54.01,270.05
TXN-007303,2026-05-12,ST-001,PR-0058,7,3456.73,24197.11
TXN-007304,2026-05-12,ST-001,PR-0039,2,292.09,584.18
TXN-007305,2026-05-12,ST-001,PR-0006,3,54.36,163.08
TXN-007306,2026-05-12,ST-001,PR-0015,2,91.92,183.84
TXN-007307,2026-05-12,ST-001,PR-0038,1,19.24,19.24
TXN-007308,2026-05-12,ST-002,PR-0021,3,56.91,170.73
TXN-007309,2026-05-12,ST-002,PR-0054,2,55.7,111.4
TXN-007310,2026-05-12,ST-002,PR-0047,5,183.92,919.6
TXN-007311,2026-05-12,ST-002,PR-0049,1,70.53,70.53
TXN-007312,2026-05-12,ST-002,PR-0043,7,97.73,684.11
TXN-007313,2026-05-12,ST-002,PR-0022,2,3331.32,6662.64
TXN-007314,2026-05-12,ST-002,PR-0005,1,378.18,378.18
TXN-007315,2026-05-12,ST-002,PR-0036,2,54.01,108.02
TXN-007316,2026-05-12,ST-002,PR-0058,2,3456.73,6913.46
TXN-007317,2026-05-12,ST-002,PR-0021,3,56.91,170.73
TXN-007318,2026-05-12,ST-002,PR-0056,3,50.11,150.33
TXN-007319,2026-05-12,ST-002,PR-0009,6,199.08,1194.48
TXN-007320,2026-05-12,ST-002,PR-0027,4,217.9,871.6
TXN-007321,2026-05-12,ST-002,PR-0048,1,39.4,39.4
TXN-007322,2026-05-12,ST-002,PR-0012,2,42.48,84.96
TXN-007323,2026-05-12,ST-002,PR-0018,2,18.48,36.96
TXN-007324,2026-05-12,ST-002,PR-0054,3,55.7,167.1
TXN-007325,2026-05-12,ST-002,PR-0035,3,383.78,1151.34
TXN-007326,2026-05-12,ST-002,PR-0015,8,91.92,735.36
TXN-007327,2026-05-12,ST-002,PR-0050,5,23.57,117.85
TXN-007328,2026-05-12,ST-002,PR-0044,4,56.09,224.36
TXN-007329,2026-05-12,ST-002,PR-0030,1,52.14,52.14
TXN-007330,2026-05-12,ST-002,PR-0045,5,63.01,315.05
TXN-007331,2026-05-12,ST-002,PR-0033,1,107.28,107.28
TXN-007332,2026-05-12,ST-002,PR-0036,2,54.01,108.02
TXN-007333,2026-05-12,ST-002,PR-0040,2,2757.94,5515.88
TXN-007334,2026-05-12,ST-002,PR-0051,6,255.47,1532.82
TXN-007335,2026-05-12,ST-002,PR-0053,2,360.7,721.4
TXN-007336,2026-05-12,ST-002,PR-0030,3,52.14,156.42
TXN-007337,2026-05-12,ST-002,PR-0026,1,14.88,14.88
TXN-007338,2026-05-12,ST-002,PR-0021,4,56.91,227.64
TXN-007339,2026-05-12,ST-002,PR-0037,2,91.07,182.14
TXN-007340,2026-05-12,ST-002,PR-0043,3,97.73,293.19
TXN-007341,2026-05-12,ST-002,PR-0057,1,59.38,59.38
TXN-007342,2026-05-12,ST-002,PR-0031,1,24.47,24.47
TXN-007343,2026-05-12,ST-002,PR-0056,3,50.11,150.33
TXN-007344,2026-05-12,ST-002,PR-0056,4,50.11,200.44
TXN-007345,2026-05-12,ST-002,PR-0017,7,594.31,4160.17
TXN-007346,2026-05-12,ST-003,PR-0009,6,199.08,1194.48
TXN-007347,2026-05-12,ST-003,PR-0056,7,50.11,350.77
TXN-007348,2026-05-12,ST-003,PR-0042,3,82.11,246.33
TXN-007349,2026-05-12,ST-003,PR-0022,4,3331.32,13325.28
TXN-007350,2026-05-12,ST-003,PR-0049,4,70.53,282.12
TXN-007351,2026-05-12,ST-003,PR-0050,2,23.57,47.14
TXN-007352,2026-05-12,ST-003,PR-0016,6,1896.97,11381.82
TXN-007353,2026-05-12,ST-003,PR-0004,3,805.23,2415.69
TXN-007354,2026-05-12,ST-003,PR-0050,2,23.57,47.14
TXN-007355,2026-05-12,ST-003,PR-0003,3,87.27,261.81
TXN-007356,2026-05-12,ST-003,PR-0016,6,1896.97,11381.82
TXN-007357,2026-05-12,ST-003,PR-0014,3,49.26,147.78
TXN-007358,2026-05-12,ST-003,PR-0056,3,50.11,150.33
TXN-007359,2026-05-12,ST-003,PR-0041,4,854.62,3418.48
TXN-007360,2026-05-12,ST-003,PR-0038,5,19.24,96.2
TXN-007361,2026-05-12,ST-003,PR-0004,3,805.23,2415.69
TXN-007362,2026-05-12,ST-003,PR-0059,3,729.18,2187.54
TXN-007363,2026-05-12,ST-003,PR-0002,2,20.62,41.24
TXN-007364,2026-05-12,ST-003,PR-0055,4,38.32,153.28
TXN-007365,2026-05-12,ST-003,PR-0010,3,660.33,1980.99
TXN-007366,2026-05-12,ST-003,PR-0011,3,369.11,1107.33
TXN-007367,2026-05-12,ST-003,PR-0039,3,292.09,876.27
TXN-007368,2026-05-12,ST-003,PR-0026,1,14.88,14.88
TXN-007369,2026-05-12,ST-003,PR-0057,4,59.38,237.52
TXN-007370,2026-05-12,ST-003,PR-0037,2,91.07,182.14
TXN-007371,2026-05-12,ST-003,PR-0026,3,14.88,44.64
TXN-007372,2026-05-12,ST-003,PR-0004,2,805.23,1610.46
TXN-007373,2026-05-12,ST-004,PR-0033,2,107.28,214.56
TXN-007374,2026-05-12,ST-004,PR-0049,4,70.53,282.12
TXN-007375,2026-05-12,ST-004,PR-0048,1,39.4,39.4
TXN-007376,2026-05-12,ST-004,PR-0044,2,56.09,112.18
TXN-007377,2026-05-12,ST-004,PR-0060,6,29.9,179.4
TXN-007378,2026-05-12,ST-004,PR-0030,2,52.14,104.28
TXN-007379,2026-05-12,ST-004,PR-0030,7,52.14,364.98
TXN-007380,2026-05-12,ST-004,PR-0016,2,1896.97,3793.94
TXN-007381,2026-05-12,ST-004,PR-0009,2,199.08,398.16
TXN-007382,2026-05-12,ST-004,PR-0017,2,594.31,1188.62
TXN-007383,2026-05-12,ST-004,PR-0035,5,383.78,1918.9
TXN-007384,2026-05-12,ST-004,PR-0060,2,29.9,59.8
TXN-007385,2026-05-12,ST-004,PR-0050,7,23.57,164.99
TXN-007386,2026-05-12,ST-004,PR-0047,4,183.92,735.68
TXN-007387,2026-05-12,ST-004,PR-0015,3,91.92,275.76
TXN-007388,2026-05-12,ST-004,PR-0048,4,39.4,157.6
TXN-007389,2026-05-12,ST-004,PR-0028,3,1652.5,4957.5
TXN-007390,2026-05-12,ST-004,PR-0020,9,18.53,166.77
TXN-007391,2026-05-12,ST-004,PR-0033,2,107.28,214.56
TXN-007392,2026-05-12,ST-004,PR-0033,5,107.28,536.4
TXN-007393,2026-05-12,ST-004,PR-0036,2,54.01,108.02
TXN-007394,2026-05-12,ST-004,PR-0013,5,79.29,396.45
TXN-007395,2026-05-12,ST-004,PR-0004,1,805.23,805.23
TXN-007396,2026-05-12,ST-004,PR-0023,4,874.22,3496.88
TXN-007397,2026-05-12,ST-004,PR-0008,8,24.56,196.48
TXN-007398,2026-05-12,ST-004,PR-0013,2,79.29,158.58
TXN-007399,2026-05-12,ST-004,PR-0024,3,75.63,226.89
TXN-007400,2026-05-12,ST-004,PR-0040,3,2757.94,8273.82
TXN-007401,2026-05-12,ST-004,PR-0046,6,846.74,5080.44
TXN-007402,2026-05-12,ST-004,PR-0030,2,52.14,104.28
TXN-007403,2026-05-12,ST-004,PR-0060,6,29.9,179.4
TXN-007404,2026-05-12,ST-004,PR-0030,1,52.14,52.14
TXN-007405,2026-05-12,ST-004,PR-0025,5,59.6,298.0
TXN-007406,2026-05-12,ST-004,PR-0033,2,107.28,214.56
TXN-007407,2026-05-12,ST-004,PR-0009,1,199.08,199.08
TXN-007408,2026-05-12,ST-005,PR-0048,5,39.4,197.0
TXN-007409,2026-05-12,ST-005,PR-0007,4,76.15,304.6
TXN-007410,2026-05-12,ST-005,PR-0012,1,42.48,42.48
TXN-007411,2026-05-12,ST-005,PR-0040,5,2757.94,13789.7
TXN-007412,2026-05-12,ST-005,PR-0050,4,23.57,94.28
TXN-007413,2026-05-12,ST-005,PR-0001,3,128.22,384.66
TXN-007414,2026-05-12,ST-005,PR-0020,5,18.53,92.65
TXN-007415,2026-05-12,ST-005,PR-0044,2,56.09,112.18
TXN-007416,2026-05-12,ST-005,PR-0031,2,24.47,48.94
TXN-007417,2026-05-12,ST-005,PR-0004,1,805.23,805.23
TXN-007418,2026-05-12,ST-005,PR-0026,5,14.88,74.4
TXN-007419,2026-05-12,ST-005,PR-0012,8,42.48,339.84
TXN-007420,2026-05-12,ST-005,PR-0022,4,3331.32,13325.28
TXN-007421,2026-05-12,ST-005,PR-0001,2,128.22,256.44
TXN-007422,2026-05-12,ST-005,PR-0001,6,128.22,769.32
TXN-007423,2026-05-12,ST-005,PR-0003,4,87.27,349.08
TXN-007424,2026-05-12,ST-005,PR-0053,2,360.7,721.4
TXN-007425,2026-05-12,ST-005,PR-0012,6,42.48,254.88
TXN-007426,2026-05-12,ST-005,PR-0054,8,55.7,445.6
TXN-007427,2026-05-12,ST-005,PR-0021,6,56.91,341.46
TXN-007428,2026-05-12,ST-005,PR-0013,3,79.29,237.87
TXN-007429,2026-05-12,ST-005,PR-0013,8,79.29,634.32
TXN-007430,2026-05-12,ST-005,PR-0053,5,360.7,1803.5
TXN-007431,2026-05-12,ST-006,PR-0019,4,98.98,395.92
TXN-007432,2026-05-12,ST-006,PR-0015,2,91.92,183.84
TXN-007433,2026-05-12,ST-006,PR-0055,3,38.32,114.96
TXN-007434,2026-05-12,ST-006,PR-0033,2,107.28,214.56
TXN-007435,2026-05-12,ST-006,PR-0060,4,29.9,119.6
TXN-007436,2026-05-12,ST-006,PR-0017,5,594.31,2971.55
TXN-007437,2026-05-12,ST-006,PR-0052,5,1377.29,6886.45
TXN-007438,2026-05-12,ST-006,PR-0036,2,54.01,108.02
TXN-007439,2026-05-12,ST-006,PR-0020,2,18.53,37.06
TXN-007440,2026-05-12,ST-006,PR-0009,2,199.08,398.16
TXN-007441,2026-05-12,ST-006,PR-0038,2,19.24,38.48
TXN-007442,2026-05-12,ST-006,PR-0003,3,87.27,261.81
TXN-007443,2026-05-12,ST-006,PR-0054,5,55.7,278.5
TXN-007444,2026-05-12,ST-006,PR-0002,4,20.62,82.48
TXN-007445,2026-05-12,ST-006,PR-0018,1,18.48,18.48
TXN-007446,2026-05-12,ST-006,PR-0023,3,874.22,2622.66
TXN-007447,2026-05-12,ST-007,PR-0051,4,255.47,1021.88
TXN-007448,2026-05-12,ST-007,PR-0042,17,82.11,1395.87
TXN-007449,2026-05-12,ST-007,PR-0024,2,75.63,151.26
TXN-007450,2026-05-12,ST-007,PR-0037,3,91.07,273.21
TXN-007451,2026-05-12,ST-007,PR-0020,4,18.53,74.12
TXN-007452,2026-05-12,ST-007,PR-0006,3,54.36,163.08
TXN-007453,2026-05-12,ST-007,PR-0012,2,42.48,84.96
TXN-007454,2026-05-12,ST-007,PR-0021,2,56.91,113.82
TXN-007455,2026-05-12,ST-007,PR-0003,4,87.27,349.08
TXN-007456,2026-05-12,ST-007,PR-0027,4,217.9,871.6
TXN-007457,2026-05-12,ST-007,PR-0046,2,846.74,1693.48
TXN-007458,2026-05-12,ST-007,PR-0053,2,360.7,721.4
TXN-007459,2026-05-12,ST-007,PR-0036,1,54.01,54.01
TXN-007460,2026-05-12,ST-007,PR-0017,4,594.31,2377.24
TXN-007461,2026-05-12,ST-007,PR-0049,3,70.53,211.59
TXN-007462,2026-05-12,ST-008,PR-0016,2,1896.97,3793.94
TXN-007463,2026-05-12,ST-008,PR-0039,3,292.09,876.27
TXN-007464,2026-05-12,ST-008,PR-0045,5,63.01,315.05
TXN-007465,2026-05-12,ST-008,PR-0045,6,63.01,378.06
TXN-007466,2026-05-12,ST-008,PR-0047,3,183.92,551.76
TXN-007467,2026-05-12,ST-008,PR-0023,1,874.22,874.22
TXN-007468,2026-05-12,ST-008,PR-0032,4,55.47,221.88
TXN-007469,2026-05-12,ST-008,PR-0049,3,70.53,211.59
TXN-007470,2026-05-12,ST-008,PR-0017,2,594.31,1188.62
TXN-007471,2026-05-12,ST-008,PR-0059,7,729.18,5104.26
TXN-007472,2026-05-12,ST-008,PR-0019,3,98.98,296.94
TXN-007473,2026-05-12,ST-008,PR-0042,4,82.11,328.44
TXN-007474,2026-05-12,ST-008,PR-0034,5,2386.32,11931.6
TXN-007475,2026-05-12,ST-008,PR-0014,4,49.26,197.04
TXN-007476,2026-05-12,ST-008,PR-0055,2,38.32,76.64
TXN-007477,2026-05-12,ST-008,PR-0003,1,87.27,87.27
TXN-007478,2026-05-12,ST-008,PR-0039,4,292.09,1168.36
TXN-007479,2026-05-12,ST-008,PR-0025,3,59.6,178.8
TXN-007480,2026-05-12,ST-008,PR-0060,8,29.9,239.2
TXN-007481,2026-05-12,ST-008,PR-0011,2,369.11,738.22
TXN-007482,2026-05-12,ST-008,PR-0049,1,70.53,70.53
TXN-007483,2026-05-12,ST-008,PR-0015,2,91.92,183.84
TXN-007484,2026-05-12,ST-008,PR-0019,6,98.98,593.88
TXN-007485,2026-05-12,ST-008,PR-0043,5,97.73,488.65
TXN-007486,2026-05-12,ST-008,PR-0015,7,91.92,643.44
TXN-007487,2026-05-12,ST-008,PR-0015,3,91.92,275.76
TXN-007488,2026-05-12,ST-008,PR-0038,5,19.24,96.2
TXN-007489,2026-05-12,ST-008,PR-0015,4,91.92,367.68
TXN-007490,2026-05-12,ST-008,PR-0009,2,199.08,398.16
TXN-007491,2026-05-12,ST-008,PR-0005,3,378.18,1134.54
TXN-007492,2026-05-12,ST-008,PR-0019,2,98.98,197.96
TXN-007493,2026-05-12,ST-008,PR-0024,7,75.63,529.41
TXN-007494,2026-05-12,ST-008,PR-0029,2,241.53,483.06
TXN-007495,2026-05-12,ST-008,PR-0060,7,29.9,209.3
TXN-007496,2026-05-12,ST-008,PR-0005,2,378.18,756.36
TXN-007497,2026-05-12,ST-008,PR-0022,2,3331.32,6662.64
TXN-007498,2026-05-12,ST-008,PR-0013,3,79.29,237.87
TXN-007499,2026-05-12,ST-008,PR-0050,2,23.57,47.14
TXN-007500,2026-05-12,ST-008,PR-0052,3,1377.29,4131.87
TXN-007501,2026-05-12,ST-008,PR-0049,4,70.53,282.12
TXN-007502,2026-05-12,ST-008,PR-0047,7,183.92,1287.44
TXN-007503,2026-05-12,ST-008,PR-0046,1,846.74,846.74
TXN-007504,2026-05-12,ST-008,PR-0029,2,241.53,483.06
TXN-007505,2026-05-12,ST-008,PR-0016,8,1896.97,15175.76
TXN-007506,2026-05-12,ST-009,PR-0002,1,20.62,20.62
TXN-007507,2026-05-12,ST-009,PR-0001,2,128.22,256.44
TXN-007508,2026-05-12,ST-009,PR-0057,2,59.38,118.76
TXN-007509,2026-05-12,ST-009,PR-0058,5,3456.73,17283.65
TXN-007510,2026-05-12,ST-009,PR-0028,5,1652.5,8262.5
TXN-007511,2026-05-12,ST-009,PR-0004,2,805.23,1610.46
TXN-007512,2026-05-12,ST-009,PR-0041,2,854.62,1709.24
TXN-007513,2026-05-12,ST-009,PR-0059,5,729.18,3645.9
TXN-007514,2026-05-12,ST-009,PR-0030,2,52.14,104.28
TXN-007515,2026-05-12,ST-009,PR-0060,5,29.9,149.5
TXN-007516,2026-05-12,ST-009,PR-0059,1,729.18,729.18
TXN-007517,2026-05-12,ST-009,PR-0007,4,76.15,304.6
TXN-007518,2026-05-12,ST-009,PR-0060,5,29.9,149.5
TXN-007519,2026-05-12,ST-009,PR-0022,3,3331.32,9993.96
TXN-007520,2026-05-12,ST-009,PR-0026,7,14.88,104.16
TXN-007521,2026-05-12,ST-009,PR-0029,2,241.53,483.06
TXN-007522,2026-05-12,ST-009,PR-0025,4,59.6,238.4
TXN-007523,2026-05-12,ST-009,PR-0010,6,660.33,3961.98
TXN-007524,2026-05-12,ST-009,PR-0020,2,18.53,37.06
TXN-007525,2026-05-12,ST-009,PR-0014,6,49.26,295.56
TXN-007526,2026-05-12,ST-009,PR-0033,4,107.28,429.12
TXN-007527,2026-05-12,ST-009,PR-0005,2,378.18,756.36
TXN-007528,2026-05-12,ST-009,PR-0045,3,63.01,189.03
TXN-007529,2026-05-12,ST-009,PR-0006,2,54.36,108.72
TXN-007530,2026-05-12,ST-010,PR-0024,3,75.63,226.89
TXN-007531,2026-05-12,ST-010,PR-0044,4,56.09,224.36
TXN-007532,2026-05-12,ST-010,PR-0016,3,1896.97,5690.91
TXN-007533,2026-05-12,ST-010,PR-0032,2,55.47,110.94
TXN-007534,2026-05-12,ST-010,PR-0034,2,2386.32,4772.64
TXN-007535,2026-05-12,ST-010,PR-0035,2,383.78,767.56
TXN-007536,2026-05-12,ST-010,PR-0032,3,55.47,166.41
TXN-007537,2026-05-12,ST-010,PR-0050,5,23.57,117.85
TXN-007538,2026-05-12,ST-010,PR-0017,1,594.31,594.31
